SURVEY: CSP
SNTYPE: 1
SNID: 2017cbv 
IAUC: 2017cbv
RA:   218.143420 deg
DECL:   -44.134090 deg 
RA_HOST:   218.169750
DEC_HOST:   -44.174420
FILTERS: ugriBomn
REDSHIFT_HELIO: 0.004113 +- 0.00015 
REDSHIFT_CMB: 0.0047809 +- 0.00015 
VPEC: 440.8658 +- 250.0
MWEBV: 0.1453  MW E(B-V)
SEARCH_PEAKMJD: 57826.1
NOBS: 360
NVAR: 7
VARLIST: MJD FILTER FIELD FLUXCAL FLUXCALERR MAG MAGERR
OBS: 57909.30000 B VOID 88226.70000 1557.52000 15.13600 0.01900
OBS: 57909.30000 B VOID 89949.80000 915.94700 15.11500 0.01100
OBS: 57915.30000 B VOID 86059.70000 1197.21000 15.16300 0.01500
OBS: 57915.30000 B VOID 83868.70000 776.02800 15.19100 0.01000
OBS: 57916.30000 B VOID 83253.00000 692.97800 15.19900 0.00900
OBS: 57922.30000 B VOID 75370.30000 1684.60000 15.30700 0.02400
OBS: 57922.30000 B VOID 76348.40000 1994.55000 15.29300 0.02800
OBS: 57933.20000 B VOID 67795.40000 564.31200 15.42200 0.00900
OBS: 57945.20000 B VOID 59429.20000 494.67400 15.56500 0.00900
OBS: 57954.00000 B VOID 52191.50000 872.47500 15.70600 0.01800
OBS: 57954.00000 B VOID 51665.40000 815.32200 15.71700 0.01700
OBS: 57968.10000 B VOID 43211.60000 641.50400 15.91100 0.01600
OBS: 57968.10000 B VOID 42933.90000 277.69900 15.91800 0.00700
OBS: 57980.00000 B VOID 36074.50000 333.79300 16.10700 0.01000
OBS: 57993.10000 B VOID 30199.50000 195.33300 16.30000 0.00700
OBS: 58000.00000 B VOID 27239.60000 685.88400 16.41200 0.02700
OBS: 58000.00000 B VOID 27390.50000 227.99200 16.40600 0.00900
OBS: 58204.30000 B VOID 1496.92000 234.48600 19.56200 0.15800
OBS: 58204.30000 B VOID 1605.46000 34.37250 19.48600 0.02300
OBS: 58238.10000 B VOID 922.99600 344.07200 20.08700 0.34400
OBS: 58241.20000 B VOID 1094.46000 206.90700 19.90200 0.18800
OBS: 58242.20000 B VOID 1139.72000 173.68400 19.85800 0.15400
OBS: 58242.20000 B VOID 1068.56000 113.93400 19.92800 0.11000
OBS: 58244.30000 B VOID 986.27900 46.48190 20.01500 0.05000
OBS: 58272.30000 B VOID 569.63900 120.91800 20.61100 0.20900
OBS: 58275.30000 B VOID 572.26900 34.74710 20.60600 0.06400
OBS: 57822.30000 n VOID 54802.50000 609.05900 15.65300 0.01200
OBS: 57823.20000 n VOID 122236.00000 903.99600 14.78200 0.00800
OBS: 57823.30000 n VOID 135519.00000 1632.38000 14.67000 0.01300
OBS: 57823.40000 n VOID 140864.00000 1303.40000 14.62800 0.01000
OBS: 57824.40000 n VOID 209508.00000 1355.11000 14.19700 0.00700
OBS: 57825.40000 n VOID 288403.00000 1865.41000 13.85000 0.00700
OBS: 57826.30000 n VOID 391922.00000 4355.71000 13.51700 0.01200
OBS: 57827.30000 n VOID 517130.00000 6229.05000 13.21600 0.01300
OBS: 57828.30000 n VOID 679204.00000 7548.47000 12.92000 0.01200
OBS: 57832.30000 n VOID 1399590.00000 10350.60000 12.13500 0.00800
OBS: 57833.30000 n VOID 1566030.00000 21785.60000 12.01300 0.01500
OBS: 57838.30000 n VOID 2095080.00000 17438.90000 11.69700 0.00900
OBS: 57850.30000 n VOID 1863800.00000 20713.80000 11.82400 0.01200
OBS: 57851.20000 n VOID 1753880.00000 16228.50000 11.89000 0.01000
OBS: 57852.30000 n VOID 1642860.00000 9103.90000 11.96100 0.00600
OBS: 57856.30000 n VOID 1309780.00000 7258.18000 12.20700 0.00600
OBS: 57869.30000 n VOID 686120.00000 5711.10000 12.90900 0.00900
OBS: 57870.30000 n VOID 648037.00000 7202.10000 12.97100 0.01200
OBS: 57870.30000 n VOID 645654.00000 6574.61000 12.97500 0.01100
OBS: 57871.40000 n VOID 613762.00000 3401.16000 13.03000 0.00600
OBS: 57872.30000 n VOID 585599.00000 4330.79000 13.08100 0.00800
OBS: 57875.40000 n VOID 497508.00000 2756.94000 13.25800 0.00600
OBS: 57876.40000 n VOID 474679.00000 2630.43000 13.30900 0.00600
OBS: 57882.30000 n VOID 361077.00000 2000.91000 13.60600 0.00600
OBS: 57888.40000 n VOID 302552.00000 1676.59000 13.79800 0.00600
OBS: 57889.30000 n VOID 290001.00000 1875.75000 13.84400 0.00700
OBS: 57909.30000 n VOID 188625.00000 1220.04000 14.31100 0.00700
OBS: 57915.30000 n VOID 167958.00000 1398.04000 14.43700 0.00900
OBS: 57916.30000 n VOID 162480.00000 900.38300 14.47300 0.00600
OBS: 57922.30000 n VOID 142298.00000 1581.46000 14.61700 0.01200
OBS: 57933.20000 n VOID 115878.00000 749.50500 14.84000 0.00700
OBS: 57954.00000 n VOID 78559.70000 1019.55000 15.26200 0.01400
OBS: 57968.10000 n VOID 58884.40000 326.30800 15.57500 0.00600
OBS: 57980.00000 n VOID 48172.60000 400.97700 15.79300 0.00900
OBS: 57993.10000 n VOID 38940.40000 215.78800 16.02400 0.00600
OBS: 58000.00000 n VOID 34387.50000 190.55800 16.15900 0.00600
OBS: 58204.30000 n VOID 1923.09000 32.14790 19.29000 0.01800
OBS: 58235.20000 n VOID 1361.44000 53.69730 19.66500 0.04200
OBS: 58235.30000 n VOID 1213.39000 61.87490 19.79000 0.05400
OBS: 58236.40000 n VOID 1184.68000 127.52300 19.81600 0.11100
OBS: 58236.40000 n VOID 1308.58000 171.89200 19.70800 0.13400
OBS: 58236.40000 n VOID 1174.90000 95.67660 19.82500 0.08500
OBS: 58236.40000 n VOID 1229.14000 124.80600 19.77600 0.10500
OBS: 58238.10000 n VOID 1039.44000 293.46600 19.95800 0.27000
OBS: 58238.30000 n VOID 1490.05000 293.15300 19.56700 0.19500
OBS: 58241.20000 n VOID 1889.73000 430.86700 19.30900 0.22300
OBS: 58241.20000 n VOID 1484.57000 185.75400 19.57100 0.12800
OBS: 58241.20000 n VOID 1360.19000 116.19500 19.66600 0.08900
OBS: 58242.20000 n VOID 1025.18000 141.09300 19.97300 0.14000
OBS: 58242.20000 n VOID 1097.49000 86.09790 19.89900 0.08200
OBS: 58244.30000 n VOID 1046.16000 42.26420 19.95100 0.04300
OBS: 58272.30000 n VOID 940.15600 324.58000 20.06700 0.32200
OBS: 58275.30000 n VOID 649.83000 26.25260 20.46800 0.04300
OBS: 58308.10000 n VOID 436.11400 75.80360 20.90100 0.17400
OBS: 58308.10000 n VOID 570.16400 64.87410 20.61000 0.11700
OBS: 58308.10000 n VOID 397.00900 11.49880 21.00300 0.03100
OBS: 57822.30000 u VOID 37462.80000 872.62000 16.06600 0.02500
OBS: 57823.20000 u VOID 68801.80000 1408.33000 15.40600 0.02200
OBS: 57823.30000 u VOID 71911.80000 1471.99000 15.35800 0.02200
OBS: 57823.40000 u VOID 74885.90000 1462.52000 15.31400 0.02100
OBS: 57824.40000 u VOID 96560.60000 1885.83000 15.03800 0.02100
OBS: 57824.40000 u VOID 95675.30000 1778.74000 15.04800 0.02000
OBS: 57825.40000 u VOID 115027.00000 2138.51000 14.84800 0.02000
OBS: 57826.30000 u VOID 147231.00000 2875.42000 14.58000 0.02100
OBS: 57826.30000 u VOID 147231.00000 2875.42000 14.58000 0.02100
OBS: 57827.30000 u VOID 198427.00000 4061.68000 14.25600 0.02200
OBS: 57828.30000 u VOID 280027.00000 5731.99000 13.88200 0.02200
OBS: 57831.40000 u VOID 660085.00000 14132.30000 12.95100 0.02300
OBS: 57832.30000 u VOID 795060.00000 14781.30000 12.74900 0.02000
OBS: 57838.30000 u VOID 1203370.00000 24632.30000 12.29900 0.02200
OBS: 57849.30000 u VOID 656448.00000 12820.40000 12.95700 0.02100
OBS: 57850.30000 u VOID 595937.00000 11638.60000 13.06200 0.02100
OBS: 57851.20000 u VOID 540505.00000 11063.80000 13.16800 0.02200
OBS: 57851.20000 u VOID 533581.00000 10420.80000 13.18200 0.02100
OBS: 57852.30000 u VOID 474242.00000 8816.82000 13.31000 0.02000
OBS: 57856.30000 u VOID 281838.00000 5239.77000 13.87500 0.02000
OBS: 57864.30000 u VOID 107845.00000 2004.99000 14.91800 0.02000
OBS: 57865.30000 u VOID 98537.20000 1924.43000 15.01600 0.02100
OBS: 57866.30000 u VOID 93583.70000 1827.69000 15.07200 0.02100
OBS: 57867.20000 u VOID 84957.20000 1739.02000 15.17700 0.02200
OBS: 57869.30000 u VOID 73451.40000 1365.56000 15.33500 0.02000
OBS: 57870.30000 u VOID 68675.20000 1405.74000 15.40800 0.02200
OBS: 57870.30000 u VOID 69119.40000 1349.90000 15.40100 0.02100
OBS: 57871.40000 u VOID 66069.30000 1290.33000 15.45000 0.02100
OBS: 57872.30000 u VOID 62574.90000 1222.09000 15.50900 0.02100
OBS: 57875.40000 u VOID 55309.50000 1080.19000 15.64300 0.02100
OBS: 57876.40000 u VOID 53015.20000 1035.38000 15.68900 0.02100
OBS: 57882.30000 u VOID 44463.10000 910.13500 15.88000 0.02200
OBS: 57888.30000 u VOID 38832.90000 941.15100 16.02700 0.02600
OBS: 57889.30000 u VOID 36174.30000 876.71700 16.10400 0.02600
OBS: 57909.30000 u VOID 27951.20000 572.14500 16.38400 0.02200
OBS: 57915.30000 u VOID 24957.40000 557.82200 16.50700 0.02400
OBS: 57916.30000 u VOID 23856.10000 668.36100 16.55600 0.03000
OBS: 57922.30000 u VOID 22019.10000 721.37700 16.64300 0.03500
OBS: 57933.20000 u VOID 17458.20000 390.20800 16.89500 0.02400
OBS: 57945.20000 u VOID 13427.60000 350.78900 17.18000 0.02800
OBS: 57954.00000 u VOID 10864.30000 222.38500 17.41000 0.02200
OBS: 57968.10000 u VOID 8325.30000 201.77100 17.69900 0.02600
OBS: 57980.00000 u VOID 6154.60000 137.56100 18.02700 0.02400
OBS: 57993.10000 u VOID 4902.30000 128.07000 18.27400 0.02800
OBS: 58000.00000 u VOID 4242.29000 265.88000 18.43100 0.06600
OBS: 57822.30000 g VOID 52239.60000 531.94900 15.70500 0.01100
OBS: 57823.20000 g VOID 116305.00000 1076.16000 14.83600 0.01000
OBS: 57823.30000 g VOID 124968.00000 808.30300 14.75800 0.00700
OBS: 57823.30000 g VOID 130377.00000 1570.44000 14.71200 0.01300
OBS: 57823.40000 g VOID 135519.00000 1506.12000 14.67000 0.01200
OBS: 57824.40000 g VOID 203798.00000 1507.19000 14.22700 0.00800
OBS: 57825.40000 g VOID 275677.00000 4092.60000 13.89900 0.01600
OBS: 57826.30000 g VOID 385478.00000 3925.28000 13.53500 0.01100
OBS: 57828.30000 g VOID 658264.00000 5479.23000 12.95400 0.00900
OBS: 57832.30000 g VOID 1412540.00000 10446.40000 12.12500 0.00800
OBS: 57833.30000 g VOID 1599560.00000 25242.30000 11.99000 0.01700
OBS: 57838.30000 g VOID 2083530.00000 25097.00000 11.70300 0.01300
OBS: 57851.20000 g VOID 1519150.00000 15469.30000 12.04600 0.01100
OBS: 57856.30000 g VOID 1052930.00000 6810.43000 12.44400 0.00700
OBS: 57864.30000 g VOID 555137.00000 4105.51000 13.13900 0.00800
OBS: 57865.30000 g VOID 523842.00000 6309.89000 13.20200 0.01300
OBS: 57866.30000 g VOID 493401.00000 5943.22000 13.26700 0.01300
OBS: 57867.20000 g VOID 460893.00000 5981.45000 13.34100 0.01400
OBS: 57869.30000 g VOID 389762.00000 2882.48000 13.52300 0.00800
OBS: 57870.30000 g VOID 368129.00000 4777.57000 13.58500 0.01400
OBS: 57871.40000 g VOID 340722.00000 2203.81000 13.66900 0.00700
OBS: 57872.30000 g VOID 321514.00000 2377.75000 13.73200 0.00800
OBS: 57875.40000 g VOID 268164.00000 1734.50000 13.92900 0.00700
OBS: 57876.40000 g VOID 256330.00000 1657.96000 13.97800 0.00700
OBS: 57882.30000 g VOID 200632.00000 1483.77000 14.24400 0.00800
OBS: 57888.30000 g VOID 176035.00000 1138.61000 14.38600 0.00700
OBS: 57889.30000 g VOID 172346.00000 1434.56000 14.40900 0.00900
OBS: 57907.30000 g VOID 131947.00000 1098.30000 14.69900 0.00900
OBS: 57909.30000 g VOID 127997.00000 827.89400 14.73200 0.00700
OBS: 57915.30000 g VOID 120226.00000 1112.44000 14.80000 0.01000
OBS: 57916.30000 g VOID 116950.00000 756.44000 14.83000 0.00700
OBS: 57922.30000 g VOID 104520.00000 870.00000 14.95200 0.00900
OBS: 57933.20000 g VOID 92811.10000 514.31300 15.08100 0.00600
OBS: 57945.20000 g VOID 78198.80000 505.79500 15.26700 0.00700
OBS: 57954.00000 g VOID 71055.90000 922.16100 15.37100 0.01400
OBS: 57968.10000 g VOID 56911.50000 315.37500 15.61200 0.00600
OBS: 57980.00000 g VOID 47774.90000 353.31900 15.80200 0.00800
OBS: 57993.00000 g VOID 40142.10000 222.44700 15.99100 0.00600
OBS: 58000.00000 g VOID 35974.90000 199.35500 16.11000 0.00600
OBS: 58011.00000 g VOID 30846.10000 170.93400 16.27700 0.00600
OBS: 58019.00000 g VOID 27746.00000 230.95100 16.39200 0.00900
OBS: 58140.40000 g VOID 5520.77000 45.95360 18.14500 0.00900
OBS: 58164.40000 g VOID 4062.56000 64.11050 18.47800 0.01700
OBS: 58192.40000 g VOID 2696.50000 27.45810 18.92300 0.01100
OBS: 58204.30000 g VOID 2263.60000 146.30400 19.11300 0.06800
OBS: 58233.40000 g VOID 1490.05000 57.34370 19.56700 0.04100
OBS: 58236.30000 g VOID 1384.20000 41.40390 19.64700 0.03200
OBS: 58236.30000 g VOID 1413.84000 50.35950 19.62400 0.03800
OBS: 58238.10000 g VOID 1791.43000 205.67000 19.36700 0.11800
OBS: 58238.30000 g VOID 1826.42000 224.74500 19.34600 0.12600
OBS: 58241.20000 g VOID 1332.91000 132.64000 19.68800 0.10300
OBS: 58241.20000 g VOID 1371.51000 79.26160 19.65700 0.06100
OBS: 58242.20000 g VOID 1183.59000 89.33030 19.81700 0.07900
OBS: 58242.20000 g VOID 1306.17000 69.13720 19.71000 0.05600
OBS: 58244.30000 g VOID 1220.11000 38.81260 19.78400 0.03400
OBS: 58272.30000 g VOID 628.05800 81.84630 20.50500 0.13300
OBS: 58275.30000 g VOID 715.81400 18.02400 20.36300 0.02700
OBS: 58307.20000 g VOID 423.44800 9.46450 20.93300 0.02400
OBS: 57822.30000 r VOID 55462.60000 823.37900 15.64000 0.01600
OBS: 57823.20000 r VOID 123140.00000 1713.05000 14.77400 0.01500
OBS: 57823.30000 r VOID 133783.00000 1986.09000 14.68400 0.01600
OBS: 57823.40000 r VOID 140605.00000 1824.76000 14.63000 0.01400
OBS: 57824.40000 r VOID 210669.00000 2145.21000 14.19100 0.01100
OBS: 57825.40000 r VOID 281838.00000 4711.43000 13.87500 0.01800
OBS: 57826.40000 r VOID 382648.00000 3896.46000 13.54300 0.01100
OBS: 57828.30000 r VOID 642688.00000 9541.13000 12.98000 0.01600
OBS: 57828.30000 r VOID 659478.00000 10407.10000 12.95200 0.01700
OBS: 57831.40000 r VOID 1198950.00000 21165.80000 12.30300 0.01900
OBS: 57832.30000 r VOID 1318260.00000 14650.70000 12.20000 0.01200
OBS: 57832.30000 r VOID 1348960.00000 13736.30000 12.17500 0.01100
OBS: 57833.30000 r VOID 1496920.00000 22222.80000 12.06200 0.01600
OBS: 57838.30000 r VOID 2008170.00000 24189.20000 11.74300 0.01300
OBS: 57849.30000 r VOID 1788130.00000 29891.90000 11.86900 0.01800
OBS: 57849.30000 r VOID 1768480.00000 31220.10000 11.88100 0.01900
OBS: 57850.30000 r VOID 1682670.00000 17134.50000 11.93500 0.01100
OBS: 57850.30000 r VOID 1678030.00000 20212.60000 11.93800 0.01300
OBS: 57851.20000 r VOID 1587820.00000 23572.20000 11.99800 0.01600
OBS: 57852.30000 r VOID 1460160.00000 13510.70000 12.08900 0.01000
OBS: 57856.30000 r VOID 1203370.00000 11134.70000 12.29900 0.01000
OBS: 57856.30000 r VOID 1212270.00000 11217.00000 12.29100 0.01000
OBS: 57865.30000 r VOID 1017650.00000 17965.30000 12.48100 0.01900
OBS: 57865.30000 r VOID 1028960.00000 15275.60000 12.46900 0.01600
OBS: 57866.30000 r VOID 1012050.00000 15024.50000 12.48700 0.01600
OBS: 57869.30000 r VOID 918756.00000 11066.80000 12.59200 0.01300
OBS: 57869.30000 r VOID 917065.00000 10192.00000 12.59400 0.01200
OBS: 57870.30000 r VOID 874984.00000 12989.70000 12.64500 0.01600
OBS: 57871.40000 r VOID 861390.00000 10375.80000 12.66200 0.01300
OBS: 57871.40000 r VOID 850354.00000 10242.90000 12.67600 0.01300
OBS: 57872.30000 r VOID 808351.00000 10490.80000 12.73100 0.01400
OBS: 57872.30000 r VOID 827942.00000 9972.90000 12.70500 0.01300
OBS: 57875.40000 r VOID 686752.00000 6354.44000 12.90800 0.01000
OBS: 57876.40000 r VOID 663743.00000 7376.65000 12.94500 0.01200
OBS: 57876.40000 r VOID 663743.00000 6758.81000 12.94500 0.01100
OBS: 57882.30000 r VOID 475554.00000 4400.25000 13.30700 0.01000
OBS: 57888.30000 r VOID 383707.00000 3907.24000 13.54000 0.01100
OBS: 57888.30000 r VOID 384415.00000 3556.95000 13.53800 0.01000
OBS: 57889.30000 r VOID 375664.00000 5226.01000 13.56300 0.01500
OBS: 57889.30000 r VOID 376704.00000 5944.69000 13.56000 0.01700
OBS: 57889.30000 r VOID 380890.00000 4233.11000 13.54800 0.01200
OBS: 57907.30000 r VOID 213993.00000 3376.98000 14.17400 0.01700
OBS: 57907.30000 r VOID 220800.00000 2453.91000 14.14000 0.01200
OBS: 57909.30000 r VOID 211446.00000 2349.95000 14.18700 0.01200
OBS: 57915.30000 r VOID 176848.00000 1800.82000 14.38100 0.01100
OBS: 57916.30000 r VOID 168578.00000 2818.08000 14.43300 0.01800
OBS: 57916.30000 r VOID 172982.00000 2083.63000 14.40500 0.01300
OBS: 57922.30000 r VOID 144944.00000 1341.15000 14.59700 0.01000
OBS: 57933.20000 r VOID 105196.00000 973.36800 14.94500 0.01000
OBS: 57933.20000 r VOID 104616.00000 968.00400 14.95100 0.01000
OBS: 57945.20000 r VOID 74748.10000 1039.85000 15.31600 0.01500
OBS: 57945.20000 r VOID 73858.40000 752.09100 15.32900 0.01100
OBS: 57954.00000 r VOID 59648.60000 997.13300 15.56100 0.01800
OBS: 57968.10000 r VOID 40216.10000 334.74900 15.98900 0.00900
OBS: 57980.00000 r VOID 29703.00000 552.22000 16.31800 0.02000
OBS: 57980.00000 r VOID 29812.60000 414.73500 16.31400 0.01500
OBS: 57993.00000 r VOID 20893.00000 526.07900 16.70000 0.02700
OBS: 57993.00000 r VOID 21857.50000 283.66600 16.65100 0.01400
OBS: 58000.00000 r VOID 18348.50000 255.25300 16.84100 0.01500
OBS: 58011.00000 r VOID 14374.70000 580.72800 17.10600 0.04300
OBS: 58011.00000 r VOID 14216.70000 184.50400 17.11800 0.01400
OBS: 58019.00000 r VOID 11770.60000 841.82800 17.32300 0.07500
OBS: 58019.00000 r VOID 11803.20000 670.62900 17.32000 0.06000
OBS: 58019.00000 r VOID 12178.70000 352.73800 17.28600 0.03100
OBS: 58140.30000 r VOID 1293.00000 30.11790 19.72100 0.02500
OBS: 58164.40000 r VOID 894.54000 27.60620 20.12100 0.03300
OBS: 58192.40000 r VOID 575.97000 21.61520 20.59900 0.04000
OBS: 58233.40000 r VOID 316.22800 26.38220 21.25000 0.08700
OBS: 58241.20000 r VOID 381.24100 109.89300 21.04700 0.27500
OBS: 58241.20000 r VOID 315.93700 86.22440 21.25100 0.26200
OBS: 58242.20000 r VOID 254.21400 67.29980 21.48700 0.25500
OBS: 58272.30000 r VOID 188.10500 79.07270 21.81400 0.38100
OBS: 58275.30000 r VOID 186.55200 19.13170 21.82300 0.10600
OBS: 57822.30000 i VOID 45540.70000 463.73500 15.85400 0.01100
OBS: 57823.20000 i VOID 97185.20000 1170.64000 15.03100 0.01300
OBS: 57823.30000 i VOID 106072.00000 1277.68000 14.93600 0.01300
OBS: 57823.40000 i VOID 111276.00000 1756.02000 14.88400 0.01700
OBS: 57824.40000 i VOID 165501.00000 1685.27000 14.45300 0.01100
OBS: 57825.40000 i VOID 225320.00000 2714.07000 14.11800 0.01300
OBS: 57826.30000 i VOID 302273.00000 3641.01000 13.79900 0.01300
OBS: 57827.30000 i VOID 390841.00000 3979.88000 13.52000 0.01100
OBS: 57828.30000 i VOID 512861.00000 6177.63000 13.22500 0.01300
OBS: 57832.30000 i VOID 1058770.00000 8812.91000 12.43800 0.00900
OBS: 57833.30000 i VOID 1195640.00000 22228.60000 12.30600 0.02000
OBS: 57838.30000 i VOID 1233670.00000 18314.70000 12.27200 0.01600
OBS: 57850.30000 i VOID 859014.00000 8747.22000 12.66500 0.01100
OBS: 57851.20000 i VOID 794328.00000 10308.80000 12.75000 0.01400
OBS: 57851.20000 i VOID 790679.00000 9524.05000 12.75500 0.01300
OBS: 57852.30000 i VOID 733838.00000 5427.09000 12.83600 0.00800
OBS: 57856.30000 i VOID 665580.00000 4922.28000 12.94200 0.00800
OBS: 57865.30000 i VOID 729122.00000 14239.70000 12.84300 0.02100
OBS: 57866.30000 i VOID 772681.00000 12193.50000 12.78000 0.01700
OBS: 57867.20000 i VOID 814329.00000 15903.80000 12.72300 0.02100
OBS: 57869.30000 i VOID 800203.00000 7404.18000 12.74200 0.01000
OBS: 57870.30000 i VOID 762781.00000 14181.20000 12.79400 0.02000
OBS: 57871.40000 i VOID 758578.00000 7019.03000 12.80000 0.01000
OBS: 57872.30000 i VOID 756484.00000 7703.18000 12.80300 0.01100
OBS: 57875.40000 i VOID 673597.00000 4981.57000 12.92900 0.00800
OBS: 57876.40000 i VOID 644466.00000 5364.38000 12.97700 0.00900
OBS: 57882.30000 i VOID 450402.00000 3330.94000 13.36600 0.00800
OBS: 57888.30000 i VOID 345462.00000 2554.86000 13.65400 0.00800
OBS: 57889.30000 i VOID 329913.00000 2439.87000 13.70400 0.00800
OBS: 57907.30000 i VOID 177011.00000 2297.24000 14.38000 0.01400
OBS: 57909.30000 i VOID 165044.00000 1373.79000 14.45600 0.00900
OBS: 57915.30000 i VOID 135394.00000 1378.70000 14.67100 0.01100
OBS: 57916.30000 i VOID 134029.00000 991.21200 14.68200 0.00800
OBS: 57922.30000 i VOID 113032.00000 940.84800 14.86700 0.00900
OBS: 57933.20000 i VOID 78415.20000 579.91800 15.26400 0.00800
OBS: 57945.20000 i VOID 56754.50000 525.14300 15.61500 0.01000
OBS: 57954.00000 i VOID 45835.30000 766.21900 15.84700 0.01800
OBS: 57968.10000 i VOID 31974.20000 414.96100 16.23800 0.01400
OBS: 57980.00000 i VOID 25003.50000 347.83300 16.50500 0.01500
OBS: 57993.00000 i VOID 19624.60000 254.68700 16.76800 0.01400
OBS: 58000.00000 i VOID 17314.10000 224.70200 16.90400 0.01400
OBS: 58011.00000 i VOID 14308.70000 199.05400 17.11100 0.01500
OBS: 58019.00000 i VOID 13134.10000 343.12000 17.20400 0.02800
OBS: 58140.30000 i VOID 2921.46000 51.57450 18.83600 0.01900
OBS: 58164.40000 i VOID 2427.73000 74.92150 19.03700 0.03300
OBS: 58192.40000 i VOID 1758.73000 40.96620 19.38700 0.02500
OBS: 58233.40000 i VOID 1085.43000 51.15450 19.91100 0.05000
OBS: 58238.10000 i VOID 1059.74000 159.24800 19.93700 0.15200
OBS: 58238.30000 i VOID 835.60300 194.30900 20.19500 0.22700
OBS: 58241.20000 i VOID 1195.64000 120.19200 19.80600 0.10400
OBS: 58241.20000 i VOID 1067.58000 88.00100 19.92900 0.08600
OBS: 58242.20000 i VOID 1006.47000 94.05720 19.99300 0.09700
OBS: 58242.20000 i VOID 1015.78000 63.66290 19.98300 0.06600
OBS: 58244.30000 i VOID 956.75300 39.56930 20.04800 0.04400
