VARNAMES: CID REDSHIFT_CMB_ERR
SN: AT2016cor 0.000033
SN: AT2016cvv 0.000400
SN: AT2016cvw 0.000093
SN: AT2016cyt 0.000090
SN: AT2016eoa 0.000067
SN: AT2016ews 0.000008
SN: AT2016fbk 0.000012
SN: AT2016ghq 0.000220
SN: AT2016gky 0.000005
SN: AT2016gmg 0.000107
SN: AT2016gsu 0.000055
SN: AT2016hnk 0.000007
SN: AT2016hns 0.000060
SN: AT2016htm 0.000150
SN: AT2016htn 0.000150
SN: AT2017cfb 0.000014
SN: AT2017cfc 0.000163
SN: AT2017cfd 0.000163
SN: AT2017dfq 0.000010
SN: AT2017lm 0.000064
SN: AT2017ns 0.000397
SN: AT2017oz 0.000010
SN: AT2017po 0.000007
SN: AT2017wb 0.000084
SN: AT2017ya 0.000018
SN: AT2017yk 0.000150
SN: AT2017zd 0.000150
SN: ATLAS16agv 0.000170
SN: ATLAS16ahj 0.000016
SN: ATLAS16bdg 0.000123
SN: ATLAS16bwu 0.000058
SN: ATLAS16cpu 0.000008
SN: ATLAS16cxr 0.001000
SN: ATLAS16dod 0.000100
SN: ATLAS16dpb 0.000033
SN: ATLAS16dqf 0.000180
SN: ATLAS16dtf 0.000005
SN: ATLAS16eej 0.000125
SN: ATLAS17ajn 0.000033
SN: ATLAS17ajs 0.000007
SN: ATLAS17axb 0.000102
SN: ATLAS17bas 0.000010
SN: ATLAS17dzg 0.000006
SN: Anguta 0.005000
SN: Aphrodite 0.005000
SN: Borg 0.005000
SN: CSS151120-0 0.000600
SN: CSS160129 0.001000
SN: CSS160428 0.000150
SN: CSS161013 0.003000
SN: Eagle 0.000500
SN: Elvis 0.005000
SN: Ferguson 0.005000
SN: Frodo 0.000500
SN: Gabi 0.005000
SN: Gaia16acv 0.000099
SN: Gaia16agf 0.000025
SN: Gaia16aki 0.000007
SN: Gaia16bba 0.000086
SN: Gaia17bci 0.000150
SN: Greenburg 0.005000
SN: Hawk 0.000500
SN: Inanna 0.000500
SN: Jay 0.010000
SN: Koekemoer 0.005000
SN: LSQ11ot 0.000017
SN: LSQ12gdj 0.000103
SN: LSQ13crf 0.005000
SN: LSQ13ddu 0.000150
SN: LSQ13ry 0.000012
SN: Lancaster 0.000500
SN: MASTERJ0134 0.000040
SN: MASTERJ2222 0.000087
SN: MASTEROTJ08 0.000150
SN: MASTEROTJ15 0.000015
SN: Manipogo 0.000500
SN: Mcenroe 0.005000
SN: Mcguire 0.000500
SN: Nanna 0.000500
SN: Ombo 0.000500
SN: PS1-14xw 0.000027
SN: PS15adh 0.000021
SN: PS15ahs 0.000041
SN: PS15aii 0.000009
SN: PS15akf 0.000011
SN: PS15asb 0.000330
SN: PS15atx 0.000268
SN: PS15bbn 0.000120
SN: PS15bdr 0.000014
SN: PS15bif 0.000265
SN: PS15bjg 0.000012
SN: PS15brr 0.000089
SN: PS15bsq 0.000017
SN: PS15bst 0.000171
SN: PS15bwh 0.000430
SN: PS15bzz 0.000010
SN: PS15cfn 0.000150
SN: PS15cge 0.000012
SN: PS15cku 0.000070
SN: PS15cms 0.000027
SN: PS15coh 0.000070
SN: PS15cwx 0.000109
SN: PS15cze 0.000021
SN: PS15dpl 0.000064
SN: PS15mt 0.000088
SN: PS15zn 0.000011
SN: PS16aer 0.000013
SN: PS16amf 0.006000
SN: PS16axi 0.000011
SN: PS16ayd 0.000011
SN: PS16bby 0.000083
SN: PS16bnz 0.000213
SN: PS16ccn 0.000160
SN: PS16cqa 0.000013
SN: PS16cvc 0.000090
SN: PS16dnp 0.000031
SN: PS16drf 0.000103
SN: PS16ejh 0.000150
SN: PS16el 0.000010
SN: PS16em 0.000173
SN: PS16eqv 0.000150
SN: PS16evk 0.000014
SN: PS16ez 0.000008
SN: PS16fa 0.000010
SN: PS16fbb 0.000100
SN: PS16n 0.000022
SN: PS17akj 0.000006
SN: PS17bii 0.000017
SN: PS17cjo 0.001000
SN: PS17ckg 0.001000
SN: PS17tn 0.000011
SN: PS17yt 0.000021
SN: PSNJ0107203 0.000039
SN: PSNJ0153424 0.000007
SN: PSNJ0252467 0.000028
SN: PSNJ0309425 0.000097
SN: PSNJ0717457 0.000007
SN: PSNJ0859349 0.000014
SN: PSNJ1204051 0.000014
SN: PSNJ1300323 0.000167
SN: PSNJ1602512 0.000127
SN: PSNJ1628383 0.001555
SN: PSNJ2043531 0.000017
SN: PSNJ2310226 0.000093
SN: PSNJ2352371 0.000008
SN: PTF09dnp 0.000011
SN: PTF10bjs 0.000006
SN: PTF10icb 0.000007
SN: PTSS-16efw 0.000023
SN: PTSS17-niq 0.000014
SN: Patuxent 0.005000
SN: Primo 0.000100
SN: Qiqirn 0.000500
SN: Rakke 0.000500
SN: Ramone 0.005000
SN: SCP05D0 0.000500
SN: SCP05D6 0.000500
SN: SCP06C0 0.000500
SN: SCP06G4 0.000500
SN: SCP06H5 0.000500
SN: SCP06K0 0.000500
SN: SCP06R12 0.000500
SN: SCP06U4 0.000500
SN: SN2016ajf 0.000028
SN: SN2016aqa 0.000297
SN: SN2016aqb 0.000040
SN: SN2016aqt 0.000009
SN: SN2016ayg 0.000120
SN: SN2016blh 0.000213
SN: SN2016blm 0.000035
SN: SN2016coj 0.000063
SN: SN2016cuv 0.000165
SN: SN2016esh 0.000026
SN: SN2016gfr 0.000120
SN: SN2016glp 0.000120
SN: SN2016glz 0.000070
SN: SN2016gmb 0.000080
SN: SN2016grz 0.000500
SN: SN2016hhv 0.000140
SN: SN2016hpx 0.000465
SN: SN2016ixf 0.000110
SN: SN2017cii 0.000007
SN: SN2017ciy 0.001050
SN: SN2017cjv 0.000140
SN: SN2017ckx 0.000005
SN: SN2017cne 0.000007
SN: SN2017coa 0.003000
SN: SN2017cpu 0.000010
SN: SN2017dez 0.001000
SN: SN2017dfu 0.001000
SN: SN2017dgi 0.000150
SN: SN2017drh 0.000005
SN: SN2017hn 0.000008
SN: SN2017jl 0.000444
SN: SN2017lc 0.002000
SN: SN2017mf 0.000009
SN: SN2017ms 0.000009
SN: SN2017mu 0.000425
SN: SN2017nw 0.000070
SN: SNF20071021-000 0.000150
SN: SNF20080514-002 0.000011
SN: SNF20080909-030 0.000050
SN: Sasquatch 0.005000
SN: Spock 0.000500
SN: Strolger 0.000500
SN: Thames 0.000500
SN: Thoth 0.000500
SN: Vilas 0.005000
SN: Yowie 0.000500
SN: camille 0.002000
SN: carter 0.040000
SN: colfax 0.020000
SN: colfax2 0.020000
SN: colfax3 0.020000
SN: garner 0.020000
SN: geta 0.040000
SN: iPTF13dge 0.000009
SN: iPTF13ebh 0.000048
SN: iPTF14atg 0.000008
SN: iPTF14bdn 0.000007
SN: iPTF16auf 0.000005
SN: iPTF17dz 0.010000
SN: iPTF17fs 0.005000
SN: rutledge 0.005000
SN: stone 0.020000
SN: trajan 0.040000
SN: vespasian 0.007000
SN: washington 0.020000
SN: wilson 0.001000
