SURVEY: KAIT
PHOTOMETRY_VERSION: LOSS
FILTERS: ABCDEFGHIJKLMNOP
SNID: 2003hv 
IAUC: 2003hv
RA:    46.038830 deg
DECL:   -26.085420 deg 
RA_HOST:    46.033250
DEC_HOST:   -26.069640
MWEBV:  0.013 MW E(B-V) 
REDSHIFT_HELIO: 0.0055 +- 0.00015 
REDSHIFT_CMB: 0.004984 +- 0.00015 
VPEC: -174.465 +- 250.0
SEARCH_PEAKMJD: 52891.0
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:   165
NVAR:   7
VARLIST: MJD FIELD FLT FLUXCAL FLUXCALERR MAG MAGERR
OBS: 53012.7 NULL A 12612.466 1405.256 17.248 0.121 
OBS: 53016.7 NULL A 12729.167 222.702 17.238 0.019 
OBS: 53019.7 NULL A 11912.420 285.196 17.310 0.026 
OBS: 53022.6 NULL A 11313.579 270.859 17.366 0.026 
OBS: 53025.6 NULL A 10251.797 320.959 17.473 0.034 
OBS: 52892.0 NULL B 944495.733 8697.014 12.562 0.010 
OBS: 52892.9 NULL B 907820.530 8359.305 12.605 0.010 
OBS: 52896.0 NULL B 862978.548 10330.314 12.660 0.013 
OBS: 52897.0 NULL B 795060.175 10249.395 12.749 0.014 
OBS: 52898.0 NULL B 753702.577 8328.205 12.807 0.012 
OBS: 52899.0 NULL B 715154.705 6585.218 12.864 0.010 
OBS: 52900.9 NULL B 600343.759 5528.027 13.054 0.010 
OBS: 52902.0 NULL B 564416.888 7276.092 13.121 0.014 
OBS: 52903.0 NULL B 549540.874 5060.229 13.150 0.010 
OBS: 52904.0 NULL B 495678.407 4564.258 13.262 0.010 
OBS: 52906.0 NULL B 453732.617 4178.017 13.358 0.010 
OBS: 52910.0 NULL B 348979.567 3213.440 13.643 0.010 
OBS: 52912.0 NULL B 289734.359 3735.065 13.845 0.014 
OBS: 52914.0 NULL B 246150.091 2266.575 14.022 0.010 
OBS: 52916.0 NULL B 213796.209 1968.658 14.175 0.010 
OBS: 52918.9 NULL B 169980.851 1721.721 14.424 0.011 
OBS: 52920.9 NULL B 156602.972 1586.218 14.513 0.011 
OBS: 52924.9 NULL B 132922.959 2570.333 14.691 0.021 
OBS: 52927.9 NULL B 122461.620 1127.639 14.780 0.010 
OBS: 52929.9 NULL B 116305.432 1178.048 14.836 0.011 
OBS: 52931.9 NULL B 109647.820 1009.648 14.900 0.010 
OBS: 52933.9 NULL B 105196.187 968.657 14.945 0.010 
OBS: 52935.9 NULL B 95940.063 1060.111 15.045 0.012 
OBS: 52938.9 NULL B 89371.696 822.944 15.122 0.010 
OBS: 52941.9 NULL B 81058.768 895.677 15.228 0.012 
OBS: 52944.9 NULL B 76278.123 702.377 15.294 0.010 
OBS: 52947.8 NULL B 68611.988 694.965 15.409 0.011 
OBS: 52953.9 NULL B 59538.789 877.183 15.563 0.016 
OBS: 52958.8 NULL B 53802.196 693.583 15.673 0.014 
OBS: 52961.8 NULL B 48172.590 665.367 15.793 0.015 
OBS: 52964.8 NULL B 44750.717 700.518 15.873 0.017 
OBS: 52969.8 NULL B 38690.113 570.020 16.031 0.016 
OBS: 52975.8 NULL B 33113.112 1189.145 16.200 0.039 
OBS: 52989.8 NULL B 22511.270 704.773 16.619 0.034 
OBS: 52994.7 NULL B 21105.712 757.940 16.689 0.039 
OBS: 53000.7 NULL B 18348.476 574.446 16.841 0.034 
OBS: 53009.7 NULL B 14494.392 613.943 17.097 0.046 
OBS: 53012.7 NULL B 13097.850 1061.336 17.207 0.088 
OBS: 53016.7 NULL B 12823.306 283.388 17.230 0.024 
OBS: 53019.7 NULL B 12348.096 284.256 17.271 0.025 
OBS: 53022.6 NULL B 11428.783 273.617 17.355 0.026 
OBS: 53025.6 NULL B 10864.256 330.129 17.410 0.033 
OBS: 52892.0 NULL C 1005541.502 8333.217 12.494 0.009 
OBS: 52892.9 NULL C 993573.501 8234.035 12.507 0.009 
OBS: 52896.0 NULL C 844889.669 17115.629 12.683 0.022 
OBS: 52897.0 NULL C 753702.577 6246.154 12.807 0.009 
OBS: 52898.0 NULL C 692468.464 5738.689 12.899 0.009 
OBS: 52899.0 NULL C 633286.164 5248.228 12.996 0.009 
OBS: 52900.9 NULL C 569639.373 4720.768 13.111 0.009 
OBS: 52902.0 NULL C 542500.322 4495.859 13.164 0.009 
OBS: 52903.0 NULL C 532598.575 4413.800 13.184 0.009 
OBS: 52904.0 NULL C 510035.024 4226.810 13.231 0.009 
OBS: 52906.0 NULL C 510505.000 4230.704 13.230 0.009 
OBS: 52910.0 NULL C 447095.192 3705.209 13.374 0.009 
OBS: 52912.0 NULL C 398841.187 3305.314 13.498 0.009 
OBS: 52914.0 NULL C 342294.562 2836.695 13.664 0.009 
OBS: 52916.0 NULL C 285495.982 2365.989 13.861 0.009 
OBS: 52918.9 NULL C 230780.973 1912.549 14.092 0.009 
OBS: 52920.9 NULL C 207586.927 1720.334 14.207 0.009 
OBS: 52924.9 NULL C 172663.285 3020.813 14.407 0.019 
OBS: 52927.9 NULL C 151774.916 1397.559 14.547 0.010 
OBS: 52929.9 NULL C 143879.858 1192.375 14.605 0.009 
OBS: 52931.9 NULL C 134029.377 1110.741 14.682 0.009 
OBS: 52933.9 NULL C 124623.516 1032.792 14.761 0.009 
OBS: 52935.9 NULL C 114815.362 951.509 14.850 0.009 
OBS: 52938.9 NULL C 105196.187 968.657 14.945 0.010 
OBS: 52941.9 NULL C 93411.426 1032.170 15.074 0.012 
OBS: 52944.9 NULL C 87176.615 722.458 15.149 0.009 
OBS: 52947.8 NULL C 79652.608 880.139 15.247 0.012 
OBS: 52953.9 NULL C 58613.816 1349.305 15.580 0.025 
OBS: 52958.8 NULL C 55309.534 509.296 15.643 0.010 
OBS: 52961.8 NULL C 50350.061 509.991 15.745 0.011 
OBS: 52964.8 NULL C 45040.168 663.575 15.866 0.016 
OBS: 52969.8 NULL C 37670.380 485.622 16.060 0.014 
OBS: 52975.8 NULL C 32151.408 828.950 16.232 0.028 
OBS: 52989.8 NULL C 20950.771 887.418 16.697 0.046 
OBS: 52994.7 NULL C 19715.146 925.849 16.763 0.051 
OBS: 53000.7 NULL C 14521.116 401.136 17.095 0.030 
OBS: 53009.7 NULL C 11912.420 493.609 17.310 0.045 
OBS: 53012.7 NULL C 11824.969 1099.744 17.318 0.101 
OBS: 53016.7 NULL C 10403.992 344.884 17.457 0.036 
OBS: 53019.7 NULL C 9585.174 176.523 17.546 0.020 
OBS: 53022.6 NULL C 9036.495 324.515 17.610 0.039 
OBS: 53025.6 NULL C 8757.900 298.382 17.644 0.037 
OBS: 52892.0 NULL D 739264.753 17698.788 12.828 0.026 
OBS: 52892.9 NULL D 717794.291 15201.905 12.860 0.023 
OBS: 52896.0 NULL D 604783.592 12808.492 13.046 0.023 
OBS: 52897.0 NULL D 534564.359 10336.880 13.180 0.021 
OBS: 52898.0 NULL D 495222.080 10488.129 13.263 0.023 
OBS: 52899.0 NULL D 483503.921 11130.385 13.289 0.025 
OBS: 52900.9 NULL D 465586.094 8574.330 13.330 0.020 
OBS: 52902.0 NULL D 468597.535 9061.278 13.323 0.021 
OBS: 52903.0 NULL D 471194.269 8243.730 13.317 0.019 
OBS: 52904.0 NULL D 488877.444 9003.268 13.277 0.020 
OBS: 52906.0 NULL D 515703.406 8547.570 13.219 0.018 
OBS: 52910.0 NULL D 556160.320 11266.599 13.137 0.022 
OBS: 52912.0 NULL D 531618.395 11258.953 13.186 0.023 
OBS: 52914.0 NULL D 475554.176 10071.589 13.307 0.023 
OBS: 52916.0 NULL D 394094.161 7983.491 13.511 0.022 
OBS: 52918.9 NULL D 320922.377 7092.207 13.734 0.024 
OBS: 52920.9 NULL D 272144.775 6515.437 13.913 0.026 
OBS: 52924.9 NULL D 220394.118 6291.176 14.142 0.031 
OBS: 52927.9 NULL D 182978.473 3201.281 14.344 0.019 
OBS: 52929.9 NULL D 169355.771 4054.558 14.428 0.026 
OBS: 52931.9 NULL D 149142.013 3158.625 14.566 0.023 
OBS: 52933.9 NULL D 140734.314 2332.613 14.629 0.018 
OBS: 52935.9 NULL D 127526.371 2935.690 14.736 0.025 
OBS: 52938.9 NULL D 109647.820 2019.297 14.900 0.020 
OBS: 52941.9 NULL D 93929.065 1989.290 15.068 0.023 
OBS: 52944.9 NULL D 82794.216 1905.944 15.205 0.025 
OBS: 52947.8 NULL D 74336.139 2464.181 15.322 0.036 
OBS: 52958.8 NULL D 45919.801 1395.353 15.845 0.033 
OBS: 52961.8 NULL D 42501.083 1252.334 15.929 0.032 
OBS: 52969.8 NULL D 29977.817 1269.779 16.308 0.046 
OBS: 52975.8 NULL D 25026.493 1520.947 16.504 0.066 
OBS: 52989.8 NULL D 18130.092 1452.411 16.854 0.087 
OBS: 52994.7 NULL D 15107.757 1265.935 17.052 0.091 
OBS: 53000.7 NULL D 10327.614 760.782 17.465 0.080 
OBS: 53009.7 NULL D 11967.405 1101.971 17.305 0.100 
OBS: 53016.7 NULL D 9323.951 704.018 17.576 0.082 
OBS: 53019.7 NULL D 8256.576 843.904 17.708 0.111 
OBS: 53022.6 NULL D 8203.515 551.433 17.715 0.073 
OBS: 53025.6 NULL D 7543.971 625.191 17.806 0.090 
END:
